gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description
97,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,MAPK8,5599,ENSG00000107643,MAPK8,5599,ENSG00000107643,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
98,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,MUSK,4593,ENSG00000030304,MUSK,4593,ENSG00000030304,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
99,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,NRG1,3084,ENSG00000157168,NRG1,3084,ENSG00000157168,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
100,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,NRG2,9542,ENSG00000158458,NRG2,9542,ENSG00000158458,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
101,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,NRG3,10718,ENSG00000185737,NRG3,10718,ENSG00000185737,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
102,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,PAK1,5058,ENSG00000149269,PAK1,5058,ENSG00000149269,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
103,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,PAK2,5062,ENSG00000180370,PAK2,5062,ENSG00000180370,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
104,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,PAK3,5063,ENSG00000077264,PAK3,5063,ENSG00000077264,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
105,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,PAK4,10298,ENSG00000130669,PAK4,10298,ENSG00000130669,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
106,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,PAK5,57144,ENSG00000101349,PAK5,57144,ENSG00000101349,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
107,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,RAC1,5879,ENSG00000136238,RAC1,5879,ENSG00000136238,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
108,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,RAPSN,5913,ENSG00000165917,RAPSN,5913,ENSG00000165917,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
109,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,SP1,6667,ENSG00000185591,SP1,6667,ENSG00000185591,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
110,C2,CP:BIOCARTA,BIOCARTA_AGR_PATHWAY,UTRN,7402,ENSG00000152818,UTRN,7402,ENSG00000152818,M6220,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_agrPathway.gif,Agrin in Postsynaptic Differentiation
111,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,AHSP,51327,ENSG00000169877,AHSP,51327,ENSG00000169877,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
112,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,ALAD,210,ENSG00000148218,ALAD,210,ENSG00000148218,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
113,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,ALAS1,211,ENSG00000023330,ALAS1,211,ENSG00000023330,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
114,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,ALAS2,212,ENSG00000158578,ALAS2,212,ENSG00000158578,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
115,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,CPOX,1371,ENSG00000080819,CPOX,1371,ENSG00000080819,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
116,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,FECH,2235,ENSG00000066926,FECH,2235,ENSG00000066926,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
117,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,GATA1,2623,ENSG00000102145,GATA1,2623,ENSG00000102145,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
118,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,HBA1,3039,ENSG00000206172,HBA1,3039,ENSG00000206172,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
119,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,HBA2,3040,ENSG00000188536,HBA2,3040,ENSG00000188536,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
120,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,HBB,3043,ENSG00000244734,HBB,3043,ENSG00000244734,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
121,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,HMBS,3145,ENSG00000256269,HMBS,3145,ENSG00000256269,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
122,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,UROD,7389,ENSG00000126088,UROD,7389,ENSG00000126088,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
123,C2,CP:BIOCARTA,BIOCARTA_AHSP_PATHWAY,UROS,7390,ENSG00000188690,UROS,7390,ENSG00000188690,M19553,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_ahspPathway.gif,Hemoglobin's Chaperone
124,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,AKAP13,11214,ENSG00000170776,AKAP13,11214,ENSG00000170776,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
125,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,GNA12,2768,ENSG00000146535,GNA12,2768,ENSG00000146535,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
126,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,LPAR1,1902,ENSG00000198121,LPAR1,1902,ENSG00000198121,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
127,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,LPAR2,9170,ENSG00000064547,LPAR2,9170,ENSG00000064547,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
128,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,LPAR3,23566,ENSG00000171517,LPAR3,23566,ENSG00000171517,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
129,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,PRKACB,5567,ENSG00000142875,PRKACB,5567,ENSG00000142875,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
130,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,PRKACG,5568,ENSG00000165059,PRKACG,5568,ENSG00000165059,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
131,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,PRKAG1,5571,ENSG00000181929,PRKAG1,5571,ENSG00000181929,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
132,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,PRKAR2A,5576,ENSG00000114302,PRKAR2A,5576,ENSG00000114302,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
133,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,PRKAR2B,5577,ENSG00000005249,PRKAR2B,5577,ENSG00000005249,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
134,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,PRKAR2B,5577,ENSG00000284096,PRKAR2B,5577,ENSG00000284096,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
135,C2,CP:BIOCARTA,BIOCARTA_AKAP13_PATHWAY,RHOA,387,ENSG00000067560,RHOA,387,ENSG00000067560,M17668,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap13Pathway.gif,Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation
136,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,AKAP8,10270,ENSG00000105127,AKAP8,10270,ENSG00000105127,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
137,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,CCNB1,891,ENSG00000134057,CCNB1,891,ENSG00000134057,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
138,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,CDK1,983,ENSG00000170312,CDK1,983,ENSG00000170312,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
139,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,DDX5,1655,ENSG00000108654,DDX5,1655,ENSG00000108654,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
140,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,NCAPD2,9918,ENSG00000010292,NCAPD2,9918,ENSG00000010292,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
141,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,PPP2CA,5515,ENSG00000113575,PPP2CA,5515,ENSG00000113575,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
142,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,PRKACB,5567,ENSG00000142875,PRKACB,5567,ENSG00000142875,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
143,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,PRKACG,5568,ENSG00000165059,PRKACG,5568,ENSG00000165059,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
144,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,PRKAG1,5571,ENSG00000181929,PRKAG1,5571,ENSG00000181929,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
145,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,PRKAR2A,5576,ENSG00000114302,PRKAR2A,5576,ENSG00000114302,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
146,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,PRKAR2B,5577,ENSG00000005249,PRKAR2B,5577,ENSG00000005249,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
147,C2,CP:BIOCARTA,BIOCARTA_AKAP95_PATHWAY,PRKAR2B,5577,ENSG00000284096,PRKAR2B,5577,ENSG00000284096,M5731,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akap95Pathway.gif,AKAP95 role in mitosis and chromosome dynamics
148,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,AKAP9,10142,ENSG00000127914,AKAP9,10142,ENSG00000127914,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
149,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,CDK1,983,ENSG00000170312,CDK1,983,ENSG00000170312,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
150,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,MAP2,4133,ENSG00000078018,MAP2,4133,ENSG00000078018,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
151,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,NUP85,79902,ENSG00000125450,NUP85,79902,ENSG00000125450,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
152,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PCNT,5116,ENSG00000160299,PCNT,5116,ENSG00000160299,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
153,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PKN1,5585,ENSG00000123143,PKN1,5585,ENSG00000123143,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
154,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PPP2CA,5515,ENSG00000113575,PPP2CA,5515,ENSG00000113575,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
155,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PRKACB,5567,ENSG00000142875,PRKACB,5567,ENSG00000142875,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
156,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PRKACG,5568,ENSG00000165059,PRKACG,5568,ENSG00000165059,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
157,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PRKAG1,5571,ENSG00000181929,PRKAG1,5571,ENSG00000181929,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
158,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PRKAR2A,5576,ENSG00000114302,PRKAR2A,5576,ENSG00000114302,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
159,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PRKAR2B,5577,ENSG00000005249,PRKAR2B,5577,ENSG00000005249,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
160,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PRKAR2B,5577,ENSG00000284096,PRKAR2B,5577,ENSG00000284096,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
161,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,PRKCE,5581,ENSG00000171132,PRKCE,5581,ENSG00000171132,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
162,C2,CP:BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,RHOA,387,ENSG00000067560,RHOA,387,ENSG00000067560,M15347,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_akapcentrosomePathway.gif,Protein Kinase A at the Centrosome
163,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,AKT1,207,ENSG00000142208,AKT1,207,ENSG00000142208,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
164,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,BAD,572,ENSG00000002330,BAD,572,ENSG00000002330,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
165,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,CASP9,842,ENSG00000132906,CASP9,842,ENSG00000132906,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
166,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,CHUK,1147,ENSG00000213341,CHUK,1147,ENSG00000213341,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
167,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,FASLG,356,ENSG00000117560,FASLG,356,ENSG00000117560,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
168,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,FOXO1,2308,ENSG00000150907,FOXO1,2308,ENSG00000150907,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
169,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,FOXO3,2309,ENSG00000118689,FOXO3,2309,ENSG00000118689,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
170,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,FOXO4,4303,ENSG00000184481,FOXO4,4303,ENSG00000184481,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
171,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,GH1,2688,ENSG00000259384,GH1,2688,ENSG00000259384,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
172,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,GHR,2690,ENSG00000112964,GHR,2690,ENSG00000112964,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
173,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,HSP90AA1,3320,ENSG00000080824,HSP90AA1,3320,ENSG00000080824,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
174,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,IKBKB,3551,ENSG00000104365,IKBKB,3551,ENSG00000104365,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
175,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,IKBKG,8517,ENSG00000269335,IKBKG,8517,ENSG00000269335,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
176,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,NFKB1,4790,ENSG00000109320,NFKB1,4790,ENSG00000109320,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
177,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,NFKBIA,4792,ENSG00000100906,NFKBIA,4792,ENSG00000100906,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
178,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,PDPK1,5170,ENSG00000140992,PDPK1,5170,ENSG00000140992,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
179,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,PIK3CA,5290,ENSG00000121879,PIK3CA,5290,ENSG00000121879,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
180,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,PIK3CG,5294,ENSG00000105851,PIK3CG,5294,ENSG00000105851,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
181,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,PIK3R1,5295,ENSG00000145675,PIK3R1,5295,ENSG00000145675,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
182,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,PPP2CA,5515,ENSG00000113575,PPP2CA,5515,ENSG00000113575,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
183,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,RELA,5970,ENSG00000173039,RELA,5970,ENSG00000173039,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
184,C2,CP:BIOCARTA,BIOCARTA_AKT_PATHWAY,YWHAH,7533,ENSG00000128245,YWHAH,7533,ENSG00000128245,M15258,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_aktPathway.gif,AKT Signaling Pathway
185,C2,CP:BIOCARTA,BIOCARTA_ALK_PATHWAY,ACVR1,90,ENSG00000115170,ACVR1,90,ENSG00000115170,M17400,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_alkPathway.gif,ALK in cardiac myocytes
186,C2,CP:BIOCARTA,BIOCARTA_ALK_PATHWAY,APC,324,ENSG00000134982,APC,324,ENSG00000134982,M17400,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_alkPathway.gif,ALK in cardiac myocytes
187,C2,CP:BIOCARTA,BIOCARTA_ALK_PATHWAY,ATF2,1386,ENSG00000115966,ATF2,1386,ENSG00000115966,M17400,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_alkPathway.gif,ALK in cardiac myocytes
188,C2,CP:BIOCARTA,BIOCARTA_ALK_PATHWAY,AXIN1,8312,ENSG00000103126,AXIN1,8312,ENSG00000103126,M17400,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_alkPathway.gif,ALK in cardiac myocytes
189,C2,CP:BIOCARTA,BIOCARTA_ALK_PATHWAY,BMP10,27302,ENSG00000163217,BMP10,27302,ENSG00000163217,M17400,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_alkPathway.gif,ALK in cardiac myocytes
190,C2,CP:BIOCARTA,BIOCARTA_ALK_PATHWAY,BMP2,650,ENSG00000125845,BMP2,650,ENSG00000125845,M17400,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_alkPathway.gif,ALK in cardiac myocytes
191,C2,CP:BIOCARTA,BIOCARTA_ALK_PATHWAY,BMP4,652,ENSG00000125378,BMP4,652,ENSG00000125378,M17400,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_alkPathway.gif,ALK in cardiac myocytes
192,C2,CP:BIOCARTA,BIOCARTA_ALK_PATHWAY,BMP5,653,ENSG00000112175,BMP5,653,ENSG00000112175,M17400,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_alkPathway.gif,ALK in cardiac myocytes
